income_stability,average_eligible_emi,average_usable_salary,average_monthly_credit,employer_category,employment_tenure_years,average_month_end_balance,bounce_count,gambling_transaction_count,active_loans_count,has_credit_card,has_personal_loan,has_home_loan,credit_exposure_intensity,average_obligation_to_income_ratio,credit_score
STABLE,58960.95,150560,205816.59,Category A (MNC/Govt/PSU),4.18,739057.46,0,0,3,1,0,1,4,33.49,769
UNSTABLE,83767.35,167840,192142.46,Category A (MNC/Govt/PSU),5.73,681645.51,0,0,4,1,0,1,5,64.25,650
STABLE,15098.29,47900,57937.83,Unlisted,6.48,151607.7,1,0,4,1,1,1,4,14.21,651
STABLE,14903.9,27374,29428.59,Category A (MNC/Govt/PSU),5.03,1189.18,0,0,4,0,1,1,5,62.08,616
STABLE,104212.73,179443,464819.58,Unlisted,0.28,313286.89,0,0,1,0,0,0,2,36.58,698
STABLE,170431.18,289343,344019.27,Category B (Private Ltd),0.54,826089.85,0,0,1,0,0,1,1,20.79,765
STABLE,139720.01,262859,447463.73,Category A (MNC/Govt/PSU),3.72,788994.59,0,0,4,0,1,1,5,55.69,756
STABLE,58441.3,171757,282840.98,Category C (Partnership/Proprietorship),6.39,290146.38,0,0,4,0,1,1,5,30.17,740
STABLE,80862.96,157555,439840.41,Category B (Private Ltd),0.43,369598.31,0,0,1,0,0,0,1,26.79,750
UNSTABLE,59240.74,114152,268707.67,Unlisted,16.91,435040.0,0,0,3,0,1,0,3,90.46,546
STABLE,75531.57,146177,213104.77,Category C (Partnership/Proprietorship),11.82,586258.23,0,0,2,1,0,0,2,89.18,667
STABLE,99749.18,277329,657453.25,Category B (Private Ltd),23.82,1167139.72,0,0,4,1,1,1,4,49.58,761
STABLE,92471.55,236387,237452.95,Category B (Private Ltd),4.65,1144612.98,0,0,5,1,1,1,5,53.84,761
UNSTABLE,56275.04,150134,240041.28,Unlisted,2.23,549065.9,0,0,0,0,0,0,0,15.48,628
UNSTABLE,71045.42,196666,461214.01,Category B (Private Ltd),1.66,430723.28,0,0,0,0,0,0,1,52.09,663
STABLE,57442.45,120053,328755.6,Category B (Private Ltd),1.24,459511.53,0,0,4,1,0,1,5,80.57,656
STABLE,110059.83,207871,310582.74,Category C (Partnership/Proprietorship),15.09,628405.65,0,0,3,1,0,1,4,40.9,868
STABLE,46549.25,129720,358637.57,Category A (MNC/Govt/PSU),2.97,515249.29,0,0,1,0,0,1,2,81.93,676
UNSTABLE,56677.24,151424,315057.76,Category A (MNC/Govt/PSU),10.71,106007.03,1,0,5,1,1,1,5,31.99,600
STABLE,82264.38,255841,621280.69,Category A (MNC/Govt/PSU),6.64,216493.36,0,0,4,0,1,1,4,94.33,655
STABLE,24527.94,59899,112409.05,Category C (Partnership/Proprietorship),5.71,140506.42,0,0,5,1,1,1,6,48.05,714
UNSTABLE,95297.53,213840,538844.0,Unlisted,3.42,17039.61,0,0,3,0,0,1,4,37.24,566
STABLE,59578.79,135170,179181.52,Category A (MNC/Govt/PSU),1.49,524616.57,0,0,1,0,0,0,2,86.26,674
STABLE,77236.58,255991,258386.69,Category A (MNC/Govt/PSU),10.09,849687.78,2,0,2,1,0,1,2,75.51,688
STABLE,146214.06,277490,468767.83,Unlisted,2.61,335366.04,0,0,4,0,1,1,5,68.98,646
STABLE,45644.79,130222,199327.59,Category B (Private Ltd),0.54,406617.3,1,0,5,1,1,1,5,76.74,652
STABLE,60498.75,108970,203576.66,Category A (MNC/Govt/PSU),2.47,367792.45,1,0,3,1,0,0,4,39.0,726
STABLE,31716.23,56606,93705.78,Category B (Private Ltd),0.22,1238.01,0,0,1,1,0,0,1,32.88,619
FLUCTUATING,79795.56,143478,362061.07,Category C (Partnership/Proprietorship),23.11,10377.15,0,0,3,1,1,0,3,39.75,608
STABLE,10524.44,33500,36640.06,Category C (Partnership/Proprietorship),0.36,155379.02,0,0,3,1,0,1,4,16.19,694
FLUCTUATING,79552.04,179235,317584.62,Category A (MNC/Govt/PSU),1.35,772084.99,0,0,2,0,0,1,2,80.48,638
FLUCTUATING,99100.48,194268,332218.96,Category B (Private Ltd),4.01,776594.67,0,0,3,0,1,0,3,82.25,622
STABLE,53883.99,162346,486725.98,Category B (Private Ltd),9.59,275014.94,0,0,1,0,1,0,1,19.19,774
UNSTABLE,8476.21,15828,17149.79,Category A (MNC/Govt/PSU),2.17,44673.19,0,0,0,0,0,0,0,79.86,596
STABLE,80496.47,154881,306040.85,Category A (MNC/Govt/PSU),11.54,282965.77,0,0,1,0,0,1,1,12.87,778
STABLE,39456.79,86239,113746.8,Category B (Private Ltd),1.08,310658.71,0,0,4,1,0,1,4,15.12,761
STABLE,125772.14,217511,260069.64,Category A (MNC/Govt/PSU),0.33,225063.36,0,0,1,1,0,0,2,61.71,699
STABLE,11217.06,23187,40944.22,Category A (MNC/Govt/PSU),2.14,81569.22,0,0,4,1,1,1,4,32.66,699
STABLE,6391.76,20218,26371.82,Category A (MNC/Govt/PSU),6.98,45054.77,0,0,4,0,1,1,5,14.91,708
FLUCTUATING,88226.87,277007,347619.43,Category A (MNC/Govt/PSU),1.32,1148373.52,0,0,2,1,0,1,3,41.68,686
UNSTABLE,70229.55,169107,354874.34,Category A (MNC/Govt/PSU),3.87,754924.68,0,0,0,0,0,0,0,86.91,615
STABLE,59003.32,172299,225670.2,Category C (Partnership/Proprietorship),4.84,751282.56,0,0,0,0,0,0,0,34.2,744
FLUCTUATING,52708.14,122572,303512.86,Category B (Private Ltd),0.81,306459.6,1,0,4,1,1,0,4,38.41,632
STABLE,117683.02,287837,742362.4,Category A (MNC/Govt/PSU),4.76,1417642.88,0,0,0,0,0,0,0,13.07,777
STABLE,35983.41,117469,121585.34,Category A (MNC/Govt/PSU),0.84,162845.92,0,0,0,0,0,0,1,79.98,714
STABLE,11588.03,19562,50781.77,Unlisted,0.84,91435.6,0,0,2,1,0,1,3,45.86,653
FLUCTUATING,55096.19,98544,103248.49,Category A (MNC/Govt/PSU),15.49,5312.34,0,0,3,0,0,1,3,17.28,658
STABLE,18137.21,36386,86220.09,Category B (Private Ltd),9.0,40027.54,0,0,0,0,0,0,1,82.28,646
STABLE,76851.37,162476,213044.81,Category A (MNC/Govt/PSU),8.37,41330.3,0,0,5,1,1,1,5,89.52,655
STABLE,6858.47,11640,29457.72,Category B (Private Ltd),6.99,2794.27,0,0,2,0,1,0,2,58.78,674
STABLE,14961.06,25869,28693.3,Category A (MNC/Govt/PSU),2.83,128256.32,0,0,4,1,1,1,5,39.28,719
STABLE,15112.04,26508,56118.5,Category A (MNC/Govt/PSU),15.43,108872.35,0,0,5,1,1,1,6,29.93,745
STABLE,123742.23,220836,347245.06,Category A (MNC/Govt/PSU),19.29,926336.4,0,0,0,0,0,0,0,92.79,695
STABLE,145963.1,262344,340057.87,Category A (MNC/Govt/PSU),6.9,10543.75,0,0,1,0,0,0,1,85.59,588
UNSTABLE,130282.69,284493,554712.18,Category B (Private Ltd),3.12,587539.12,0,0,2,1,1,0,3,62.25,623
STABLE,33524.1,191163,104452.03,Category A (MNC/Govt/PSU),19.66,845624.3,0,0,4,1,1,0,4,68.25,818
STABLE,59545.61,147307,168405.95,Category C (Partnership/Proprietorship),6.29,261342.41,0,0,1,0,0,1,2,65.1,729
FLUCTUATING,113666.65,207795,332204.47,Category C (Partnership/Proprietorship),18.46,606200.47,3,0,0,0,0,0,1,30.06,578
FLUCTUATING,8600.74,21347,27240.93,Category A (MNC/Govt/PSU),2.39,1236.03,0,0,0,0,0,0,1,35.81,565
STABLE,32283.04,254309,84872.78,Category A (MNC/Govt/PSU),11.0,1056867.1,0,0,0,0,0,0,1,38.81,823
FLUCTUATING,34748.32,92386,195694.24,Category B (Private Ltd),2.77,103431.15,0,0,4,1,1,0,5,44.95,644
FLUCTUATING,24267.17,53898,76580.54,Category A (MNC/Govt/PSU),0.5,235187.75,0,0,0,0,0,0,0,43.03,671
STABLE,90174.54,201668,322863.25,Category C (Partnership/Proprietorship),10.96,82370.76,0,0,2,0,1,0,2,63.2,695
FLUCTUATING,84242.59,194189,219348.03,Category C (Partnership/Proprietorship),1.97,41663.56,1,0,1,0,0,0,1,51.02,610
STABLE,12512.11,22550,43911.87,Category B (Private Ltd),4.33,87833.65,0,0,4,1,0,1,4,68.66,664
STABLE,125098.72,254569,304588.64,Unlisted,0.35,1236838.75,0,0,1,0,1,0,1,19.19,702
STABLE,8326.25,24526,64119.39,Category C (Partnership/Proprietorship),8.1,86261.02,0,0,4,0,1,1,5,27.62,674
STABLE,122368.29,285995,710169.19,Category A (MNC/Govt/PSU),10.05,1208075.71,0,0,3,1,1,0,4,11.85,863
UNSTABLE,34640.47,110955,173086.21,Category B (Private Ltd),0.22,450022.67,0,0,2,0,1,0,2,91.31,558
STABLE,123671.32,270062,653312.69,Category C (Partnership/Proprietorship),7.83,231219.63,0,0,0,0,0,0,0,10.47,719
FLUCTUATING,36696.88,64055,143442.17,Category A (MNC/Govt/PSU),5.88,1870.97,0,0,4,1,1,1,5,52.23,580
STABLE,96774.22,246993,456727.14,Category B (Private Ltd),0.39,10678.22,0,0,1,0,1,0,2,55.87,633
STABLE,80245.0,190000,302113.65,Unlisted,8.73,62116.24,0,0,2,1,0,0,3,90.69,624
UNSTABLE,120383.65,272413,633986.62,Unlisted,4.36,672685.88,0,0,4,1,1,0,5,13.65,606
STABLE,115909.5,280730,749745.49,Category A (MNC/Govt/PSU),2.81,559019.58,0,0,3,0,0,1,3,20.14,774
STABLE,8469.98,238708,38060.07,Category A (MNC/Govt/PSU),15.32,1111617.54,0,0,3,0,0,1,4,88.22,857
STABLE,46840.33,92383,267001.16,Category C (Partnership/Proprietorship),18.5,386308.87,0,0,1,0,0,1,1,47.69,746
STABLE,65086.25,120683,201853.48,Category A (MNC/Govt/PSU),9.82,10642.33,0,0,0,0,0,0,0,44.22,716
STABLE,16448.69,31794,37888.49,Category B (Private Ltd),3.84,139037.77,0,0,4,1,1,1,4,12.37,738
STABLE,21083.79,57382,60729.94,Category A (MNC/Govt/PSU),7.91,110984.67,0,0,3,1,1,0,3,62.0,712
STABLE,133935.03,240229,449602.59,Category A (MNC/Govt/PSU),5.85,397269.31,0,0,0,0,0,0,0,92.23,685
STABLE,70888.09,158677,173280.19,Category A (MNC/Govt/PSU),12.68,325707.94,0,0,1,0,0,1,2,49.25,791
STABLE,22731.98,54340,62223.75,Unlisted,13.03,3131.44,0,0,3,0,1,1,3,62.25,597
STABLE,21054.64,55059,120672.79,Category C (Partnership/Proprietorship),1.8,203067.05,0,0,5,1,1,1,5,66.37,662
FLUCTUATING,61177.69,149412,411723.88,Category A (MNC/Govt/PSU),1.65,71377.16,3,0,2,0,0,1,3,59.64,566
FLUCTUATING,146528.74,264349,647604.21,Category A (MNC/Govt/PSU),0.82,9358.77,0,0,2,0,1,1,2,48.15,592
UNSTABLE,54234.81,120183,286069.82,Category A (MNC/Govt/PSU),1.55,540483.42,0,0,4,1,0,1,4,10.59,676
FLUCTUATING,76768.24,214518,563735.84,Category A (MNC/Govt/PSU),5.34,19873.09,0,0,0,0,0,0,0,65.52,628
STABLE,12095.32,27480,62504.7,Category A (MNC/Govt/PSU),2.55,46683.59,0,0,5,1,1,1,5,71.16,713
UNSTABLE,40115.96,99836,254054.57,Category B (Private Ltd),0.75,80345.31,2,0,2,1,0,0,2,91.55,457
FLUCTUATING,63679.6,179999,200529.89,Category B (Private Ltd),0.55,707462.93,0,0,2,1,0,0,2,17.8,691
STABLE,39235.22,94073,195318.25,Category A (MNC/Govt/PSU),2.46,361381.63,0,0,5,1,1,1,6,86.59,682
FLUCTUATING,63579.82,203414,418290.21,Category B (Private Ltd),2.73,976350.99,0,0,1,0,0,1,1,54.18,690
STABLE,44143.78,108779,242742.56,Category B (Private Ltd),0.99,517235.46,2,0,5,1,1,1,6,28.7,666
FLUCTUATING,58370.84,146399,270920.52,Category B (Private Ltd),6.88,6104.9,0,0,1,0,0,1,2,85.57,512
STABLE,6990.66,15730,35479.76,Category A (MNC/Govt/PSU),2.13,13436.97,0,0,2,0,1,1,3,67.36,624
STABLE,78944.51,217034,301932.93,Category A (MNC/Govt/PSU),1.25,598972.56,0,0,4,1,1,1,4,42.61,753
FLUCTUATING,107029.84,221102,552088.9,Category B (Private Ltd),3.54,202032.11,0,0,3,1,1,1,3,75.97,637
STABLE,121979.7,246653,536462.4,Category A (MNC/Govt/PSU),0.37,1036039.8,0,0,2,1,0,0,3,31.55,752
STABLE,65200.17,137528,374968.38,Category C (Partnership/Proprietorship),1.25,541307.0,0,0,1,0,0,0,2,34.18,740
STABLE,10695.42,21940,26122.65,Category A (MNC/Govt/PSU),8.43,27059.28,0,0,4,0,1,1,5,93.55,603
STABLE,52590.78,167896,459692.38,Category A (MNC/Govt/PSU),3.66,709450.68,0,0,0,0,0,0,1,70.34,738
STABLE,32998.32,93677,240080.79,Unlisted,6.36,101209.8,1,0,2,0,1,0,2,83.22,567
STABLE,71674.96,157619,193903.51,Unlisted,0.64,176055.94,1,0,1,0,1,0,1,25.53,632
STABLE,78026.83,135378,376349.87,Category B (Private Ltd),2.3,612650.42,0,0,5,1,1,1,5,49.41,731
STABLE,52350.92,152567,295773.27,Category A (MNC/Govt/PSU),2.38,590287.35,0,0,0,0,0,0,1,29.25,770
STABLE,121129.81,229486,425362.58,Category A (MNC/Govt/PSU),1.01,128395.61,0,0,0,0,0,0,0,18.36,720
FLUCTUATING,125420.92,209314,266463.26,Category C (Partnership/Proprietorship),2.26,542971.08,0,0,3,1,1,0,4,14.54,665
STABLE,89126.57,172077,283470.54,Category A (MNC/Govt/PSU),6.99,11780.01,0,0,0,0,0,0,0,40.61,700
STABLE,38904.18,81529,238085.3,Category C (Partnership/Proprietorship),0.49,270434.33,0,0,2,0,0,0,2,87.1,641
STABLE,81566.19,201796,435393.65,Category C (Partnership/Proprietorship),1.03,504159.49,0,0,3,0,1,0,4,32.17,736
UNSTABLE,62618.2,123869,196717.88,Category A (MNC/Govt/PSU),1.82,552521.61,0,0,5,1,1,1,6,23.02,666
STABLE,21550.64,43905,85182.66,Category B (Private Ltd),5.74,199673.91,0,0,4,1,1,1,5,92.11,652
UNSTABLE,99418.37,263317,411800.38,Category A (MNC/Govt/PSU),4.64,137706.81,0,0,2,1,0,1,3,65.99,627
STABLE,100788.6,226402,254835.22,Category A (MNC/Govt/PSU),1.13,791345.34,0,0,0,0,0,0,1,12.9,753
STABLE,108663.69,287089,502894.22,Category B (Private Ltd),4.44,1019166.2,1,0,0,0,0,0,1,39.43,716
STABLE,9103.04,25063,70525.14,Category A (MNC/Govt/PSU),6.48,61380.38,0,0,0,0,0,0,0,90.17,692
STABLE,123751.55,227466,229805.51,Category A (MNC/Govt/PSU),1.82,226046.42,0,0,5,1,1,1,5,26.6,725
STABLE,60679.32,132801,370789.14,Unlisted,1.76,5440.49,0,0,4,1,1,1,4,23.54,576
STABLE,102557.57,241574,682963.87,Category C (Partnership/Proprietorship),8.36,417282.17,0,0,4,1,1,1,5,10.14,745
STABLE,83887.52,226642,314719.89,Category C (Partnership/Proprietorship),14.12,10221.69,0,0,1,0,0,0,1,32.3,650
STABLE,129058.3,228278,659387.01,Category A (MNC/Govt/PSU),1.78,678784.34,0,0,0,0,0,0,1,37.37,764
STABLE,5670.57,15386,17193.12,Category C (Partnership/Proprietorship),5.21,4696.38,1,0,2,0,0,1,3,31.41,610
STABLE,89145.41,187691,285797.1,Category B (Private Ltd),5.14,832989.83,0,0,1,0,1,0,1,29.94,755
STABLE,93220.57,193164,531546.91,Category B (Private Ltd),6.92,489423.75,0,0,5,1,1,1,6,58.02,754
UNSTABLE,103847.55,233620,411861.88,Category C (Partnership/Proprietorship),1.28,19934.36,0,0,2,1,0,1,2,79.62,533
UNSTABLE,29615.47,94269,228328.97,Category A (MNC/Govt/PSU),6.52,257268.18,0,0,2,1,0,1,3,79.95,654
STABLE,79632.97,247174,719777.32,Category B (Private Ltd),0.54,382246.25,0,0,0,0,0,0,1,92.99,669
STABLE,61881.85,138885,240125.05,Category A (MNC/Govt/PSU),0.4,11282.06,0,0,4,1,1,0,5,20.71,672
STABLE,69778.28,126396,355565.39,Category B (Private Ltd),8.27,556347.02,0,0,4,1,0,1,5,76.56,728
UNSTABLE,88815.11,259965,623275.79,Category A (MNC/Govt/PSU),0.1,1141050.12,0,0,4,0,1,1,4,85.06,587
STABLE,25058.71,48807,75077.46,Category A (MNC/Govt/PSU),0.3,39581.94,0,0,1,0,0,1,1,16.2,705
FLUCTUATING,43073.73,89514,130488.58,Unlisted,5.86,427977.79,0,0,4,0,1,1,4,85.21,572
STABLE,78284.07,150184,349426.59,Category B (Private Ltd),6.04,375416.89,0,0,3,0,0,1,3,69.81,727
STABLE,13669.94,26040,45495.55,Category C (Partnership/Proprietorship),1.24,104138.5,0,0,0,0,0,0,1,28.7,701
UNSTABLE,105848.02,297453,415092.39,Unlisted,0.8,174490.43,1,0,4,1,1,1,4,77.78,519
STABLE,76332.34,185569,367889.0,Category A (MNC/Govt/PSU),24.32,801183.32,0,0,2,1,0,0,3,48.06,773
STABLE,85879.98,149193,323754.25,Category B (Private Ltd),4.5,11701.84,0,0,1,0,1,0,2,25.89,674
STABLE,44902.71,102462,162255.34,Category C (Partnership/Proprietorship),6.68,446464.32,0,0,2,0,0,1,2,86.05,680
STABLE,62660.36,175564,338531.51,Category B (Private Ltd),1.09,2048.36,0,0,4,1,0,1,4,13.46,648
STABLE,89341.56,159210,456631.09,Category A (MNC/Govt/PSU),14.03,14621.75,0,0,4,1,0,1,5,18.75,708
STABLE,150238.66,297660,325972.22,Category B (Private Ltd),2.58,1218591.48,0,0,3,0,1,0,3,34.42,752
STABLE,44507.3,117971,285029.97,Category A (MNC/Govt/PSU),0.74,157544.6,0,0,2,0,0,1,2,25.83,734
STABLE,155223.03,272977,814340.76,Category B (Private Ltd),18.0,747484.27,1,0,2,1,0,1,2,74.53,699
UNSTABLE,98804.61,283312,743616.09,Category A (MNC/Govt/PSU),4.35,317625.44,0,0,2,0,0,0,3,84.97,562
FLUCTUATING,7192.1,12949,38332.76,Unlisted,6.59,12785.63,0,0,0,0,0,0,1,23.15,568
STABLE,9471.51,23589,25347.84,Category A (MNC/Govt/PSU),4.04,16372.98,0,0,3,1,1,0,4,50.35,664
FLUCTUATING,5160.75,17029,30950.12,Category A (MNC/Govt/PSU),12.7,45149.51,0,0,0,0,0,0,1,48.99,672
STABLE,24803.55,59367,158797.18,Category B (Private Ltd),4.43,149504.09,0,0,5,1,1,1,6,23.72,732
STABLE,66795.02,166808,327186.49,Unlisted,4.35,485316.69,0,0,2,1,0,0,3,19.95,717
STABLE,109208.24,188676,390683.48,Category A (MNC/Govt/PSU),7.0,315206.51,1,0,0,0,0,0,1,18.57,745
STABLE,97726.78,172994,220819.99,Category C (Partnership/Proprietorship),5.43,523499.21,0,0,5,1,1,1,6,15.38,717
UNSTABLE,174584.28,291999,543507.13,Category A (MNC/Govt/PSU),11.6,6250.36,0,0,0,0,0,0,1,23.41,586
STABLE,89728.11,206219,488235.25,Category B (Private Ltd),2.36,997751.07,0,0,0,0,0,0,0,46.82,763
STABLE,48080.61,124550,290131.27,Category B (Private Ltd),1.0,11597.47,0,0,4,1,0,1,5,88.7,610
STABLE,104219.3,208065,323504.32,Category B (Private Ltd),1.1,86441.44,0,0,4,1,1,0,4,26.43,713
FLUCTUATING,148940.39,299239,568366.52,Category C (Partnership/Proprietorship),8.22,237484.46,0,0,1,0,0,0,2,53.83,650
FLUCTUATING,19884.2,44163,75140.47,Category B (Private Ltd),1.43,215300.51,0,0,0,0,0,0,0,78.3,633
STABLE,67374.45,217893,601848.63,Category A (MNC/Govt/PSU),18.78,2512.29,0,0,2,1,0,0,2,61.5,642
FLUCTUATING,70103.48,205837,527713.9,Category A (MNC/Govt/PSU),11.09,749769.53,0,0,0,0,0,0,1,40.9,728
FLUCTUATING,104689.27,268780,679098.24,Category A (MNC/Govt/PSU),0.27,532745.45,0,0,2,0,1,0,3,42.43,701
UNSTABLE,164553.18,292613,550587.04,Category B (Private Ltd),1.64,892161.74,1,0,4,1,1,0,5,11.74,615
STABLE,69900.83,254359,314525.3,Category A (MNC/Govt/PSU),14.13,1233810.03,0,0,4,1,1,0,5,17.98,839
STABLE,25175.6,57022,151548.52,Category A (MNC/Govt/PSU),1.53,179449.56,0,0,3,1,0,0,3,11.27,733
UNSTABLE,113403.41,197939,535608.59,Category A (MNC/Govt/PSU),1.18,926575.91,1,0,0,0,0,0,0,44.73,620
STABLE,106011.98,181243,525757.77,Category B (Private Ltd),2.68,856677.58,0,0,3,0,0,1,4,27.76,761
STABLE,50816.95,93370,171909.81,Category A (MNC/Govt/PSU),1.96,9185.32,0,0,2,1,0,0,3,67.75,657
STABLE,116928.05,215510,524428.9,Category A (MNC/Govt/PSU),6.56,220498.01,0,0,4,1,1,0,4,25.18,739
STABLE,70327.55,188848,436054.49,Category B (Private Ltd),0.38,69130.53,1,0,0,0,0,0,0,30.33,672
STABLE,74882.09,167530,179152.63,Category B (Private Ltd),0.84,826863.09,0,0,1,0,0,1,2,90.29,675
STABLE,156657.53,299173,535559.69,Category B (Private Ltd),3.37,305306.53,0,1,0,0,0,0,1,15.69,661
FLUCTUATING,10690.58,30480,70016.06,Category A (MNC/Govt/PSU),4.59,76302.2,0,0,4,1,1,0,4,75.8,662
STABLE,126862.42,236615,533550.39,Unlisted,10.31,381026.72,0,0,1,0,0,1,2,11.42,743
UNSTABLE,68374.52,120436,197746.15,Category B (Private Ltd),2.42,441839.52,0,0,3,1,1,0,3,33.48,643
STABLE,11439.37,26449,29779.76,Category C (Partnership/Proprietorship),1.58,116309.36,0,0,1,0,0,0,2,71.76,674
STABLE,27737.48,73225,169562.8,Category B (Private Ltd),2.94,296906.63,0,0,5,1,1,1,5,17.83,723
STABLE,74024.5,209662,406284.03,Category C (Partnership/Proprietorship),2.87,459396.21,0,0,1,0,0,0,1,85.47,657
STABLE,40747.33,118410,325701.61,Category C (Partnership/Proprietorship),10.15,180799.07,0,0,0,0,0,0,1,83.81,686
STABLE,157130.7,269927,386466.28,Category A (MNC/Govt/PSU),2.62,6996.04,0,0,5,1,1,1,6,92.82,569
STABLE,95497.0,235616,301817.73,Category C (Partnership/Proprietorship),6.29,5309.25,0,0,2,1,1,0,2,57.76,611
STABLE,42994.97,81968,139927.22,Category A (MNC/Govt/PSU),4.61,3342.04,0,0,4,1,1,0,5,52.25,641
STABLE,60166.26,191991,319598.03,Category B (Private Ltd),28.03,560821.34,0,0,4,1,0,1,5,23.15,772
STABLE,61745.03,130824,232332.94,Category C (Partnership/Proprietorship),2.58,378213.58,0,0,3,0,1,1,4,30.47,739
STABLE,69468.81,147243,422845.99,Category B (Private Ltd),6.03,14605.73,0,0,2,1,0,1,3,49.68,684
STABLE,16753.17,30153,73169.59,Category B (Private Ltd),0.62,23545.82,0,0,0,0,0,0,1,34.04,689
UNSTABLE,86658.25,225574,344714.32,Category A (MNC/Govt/PSU),8.83,309077.06,1,0,2,0,0,1,2,80.21,547
STABLE,4437.57,10095,29184.99,Category A (MNC/Govt/PSU),7.84,33586.62,0,0,0,0,0,0,1,49.59,737
FLUCTUATING,57673.08,100843,108302.5,Category B (Private Ltd),4.87,385249.52,0,0,3,1,1,0,3,43.51,674
STABLE,37469.01,112081,151997.51,Category A (MNC/Govt/PSU),19.2,2628.76,0,0,2,0,0,1,3,71.48,654
FLUCTUATING,53852.02,103384,273421.87,Category B (Private Ltd),0.76,8924.89,0,0,4,0,1,1,4,89.86,526
STABLE,30006.69,81865,207586.82,Category C (Partnership/Proprietorship),0.02,7604.74,0,0,2,1,1,0,2,79.52,611
STABLE,145495.44,298949,693682.53,Category B (Private Ltd),0.18,1084036.33,0,0,5,1,1,1,5,67.83,703
STABLE,109149.71,259751,647884.84,Category A (MNC/Govt/PSU),1.04,1165805.85,0,0,3,1,0,0,4,25.47,758
STABLE,96780.64,297441,608973.69,Unlisted,5.23,864008.96,0,0,0,0,0,0,0,53.08,739
FLUCTUATING,133155.81,283610,680037.8,Category B (Private Ltd),7.59,979350.38,0,0,3,0,1,0,4,60.94,676
STABLE,22496.96,50828,69490.69,Category C (Partnership/Proprietorship),1.67,203123.87,0,0,4,1,1,1,4,56.78,686
UNSTABLE,95485.81,225723,465577.52,Category B (Private Ltd),6.32,297452.63,0,0,1,1,0,0,1,74.52,627
STABLE,12052.85,25247,42322.14,Category B (Private Ltd),1.52,126045.04,0,0,3,0,1,1,3,60.03,700
UNSTABLE,41335.25,99688,239084.83,Category A (MNC/Govt/PSU),2.97,424125.29,0,0,0,0,0,0,1,31.64,685
STABLE,53515.72,101041,300182.52,Category B (Private Ltd),10.73,189547.05,3,0,4,1,1,0,4,87.38,566
STABLE,104697.49,275712,557310.55,Category C (Partnership/Proprietorship),0.37,21266.15,1,0,1,0,0,0,1,48.41,628
STABLE,111837.18,271197,346284.24,Category C (Partnership/Proprietorship),2.03,13784.78,0,0,1,0,0,1,2,30.15,655
STABLE,93509.39,285884,690691.95,Category C (Partnership/Proprietorship),8.76,1396351.41,0,0,1,0,1,0,1,31.62,741
FLUCTUATING,38627.63,77452,137542.6,Category A (MNC/Govt/PSU),2.22,285326.36,0,0,4,1,1,1,5,66.6,649
FLUCTUATING,18627.91,46419,48274.77,Category A (MNC/Govt/PSU),7.03,3924.9,0,0,2,0,1,0,3,11.79,623
STABLE,135331.45,289652,713666.96,Category A (MNC/Govt/PSU),2.04,1426351.62,1,0,5,1,1,1,5,71.1,695
UNSTABLE,48526.29,123927,176617.12,Category C (Partnership/Proprietorship),2.47,426176.26,0,0,3,1,1,0,3,29.0,620
UNSTABLE,128653.05,265253,789592.49,Category C (Partnership/Proprietorship),0.65,813924.81,0,0,2,1,0,1,3,65.62,614
STABLE,46044.66,113356,194147.87,Category B (Private Ltd),4.17,117404.77,1,0,4,1,1,1,5,50.25,683
FLUCTUATING,44231.89,77371,87811.06,Unlisted,0.36,131193.91,0,0,4,1,0,1,4,82.2,557
STABLE,9295.66,17201,46474.91,Category C (Partnership/Proprietorship),2.33,66544.45,0,0,2,1,0,0,3,23.36,681
FLUCTUATING,87198.25,199703,413230.57,Category B (Private Ltd),1.5,611739.3,0,0,2,0,1,0,2,54.43,692
STABLE,29239.77,50866,104764.66,Category A (MNC/Govt/PSU),2.6,208689.0,0,0,5,1,1,1,5,20.8,719
STABLE,63905.28,196128,552971.17,Category C (Partnership/Proprietorship),2.4,518795.68,0,0,5,1,1,1,5,86.43,651
STABLE,130280.65,267737,379697.59,Category A (MNC/Govt/PSU),0.39,752587.48,2,0,1,0,0,0,1,73.82,641
STABLE,120536.78,209916,547611.58,Category A (MNC/Govt/PSU),5.37,517308.02,0,0,4,0,1,1,5,12.72,764
STABLE,93625.0,184994,283547.56,Category B (Private Ltd),1.62,356921.85,0,0,4,1,1,1,4,66.28,694
FLUCTUATING,71460.91,137179,265934.38,Unlisted,7.44,13108.7,0,0,0,0,0,0,1,29.44,616
STABLE,57784.85,148660,412989.39,Category B (Private Ltd),9.64,12240.74,0,0,1,0,1,0,1,79.94,661
UNSTABLE,76377.41,178783,181147.68,Category B (Private Ltd),7.96,1823.42,0,0,5,1,1,1,5,70.39,538
STABLE,135133.92,269553,586248.71,Unlisted,8.9,952878.89,0,0,5,1,1,1,5,59.48,719
FLUCTUATING,78838.22,228903,354310.51,Category A (MNC/Govt/PSU),0.84,48217.95,1,0,0,0,0,0,0,94.98,539
STABLE,51702.9,143886,291030.58,Category A (MNC/Govt/PSU),2.05,643592.56,2,0,2,1,0,1,3,57.17,668
STABLE,80082.86,182179,437799.17,Category A (MNC/Govt/PSU),4.31,571407.81,0,0,5,1,1,1,5,90.62,688
